"Date","Price","Open","High","Low","Vol.","Change %"
"20/09/2021","1.3784","1.3757","1.3851","1.3744","71.86K","0.17%"
"17/09/2021","1.3761","1.3716","1.3772","1.3655","58.72K","0.33%"
"16/09/2021","1.3716","1.3635","1.3748","1.3611","72.21K","0.62%"
"15/09/2021","1.3631","1.3655","1.3698","1.3624","66.76K","-0.22%"
"14/09/2021","1.3661","1.3571","1.3675","1.3560","76.80K","0.66%"
"13/09/2021","1.3572","1.3588","1.3632","1.3557","60.67K","-0.15%"
"10/09/2021","1.3592","1.3572","1.3610","1.3493","76.66K","0.15%"
"09/09/2021","1.3572","1.3580","1.3612","1.3522","63.54K","-0.03%"
"08/09/2021","1.3576","1.3539","1.3615","1.3504","78.87K","0.33%"
"07/09/2021","1.3532","1.3441","1.3561","1.3388","79.11K","0.69%"
"06/09/2021","1.3439","1.3404","1.3467","1.3396","58.10K","0.25%"
"03/09/2021","1.3405","1.3514","1.3524","1.3371","68.37K","-0.79%"
"02/09/2021","1.3512","1.3575","1.3596","1.3495","61.24K","-0.43%"
"01/09/2021","1.3570","1.3668","1.3685","1.3542","70.75K","-0.71%"
"31/08/2021","1.3667","1.3706","1.3722","1.3620","63.53K","-0.25%"
"30/08/2021","1.3701","1.3680","1.3729","1.3657","40.85K","0.20%"
"27/08/2021","1.3674","1.3820","1.3849","1.3666","67.84K","-1.00%"
"26/08/2021","1.3812","1.3744","1.3825","1.3735","64.28K","0.51%"
"25/08/2021","1.3742","1.3778","1.3819","1.3733","54.62K","-0.25%"
"24/08/2021","1.3776","1.3870","1.3889","1.3752","41.20K","-0.68%"
"23/08/2021","1.3870","1.4032","1.4063","1.3853","51.68K","-1.03%"
"20/08/2021","1.4015","1.3992","1.4074","1.3971","70.79K","0.18%"
"19/08/2021","1.3990","1.3825","1.4003","1.3805","83.81K","1.19%"
"18/08/2021","1.3826","1.3793","1.3836","1.3754","67.36K","0.28%"
"17/08/2021","1.3787","1.3632","1.3808","1.3620","60.45K","1.18%"
"16/08/2021","1.3626","1.3571","1.3664","1.3556","53.17K","0.43%"
"13/08/2021","1.3567","1.3633","1.3640","1.3546","45.10K","-0.47%"
"12/08/2021","1.3631","1.3561","1.3640","1.3554","50.69K","0.52%"
"11/08/2021","1.3561","1.3609","1.3657","1.3532","51.33K","-0.30%"
"10/08/2021","1.3602","1.3633","1.3670","1.3592","52.31K","-0.23%"
"09/08/2021","1.3633","1.3588","1.3647","1.3571","57.08K","0.31%"
"06/08/2021","1.3591","1.3500","1.3614","1.3499","50.24K","0.65%"
"05/08/2021","1.3503","1.3548","1.3559","1.3484","53.87K","-0.33%"
"04/08/2021","1.3548","1.3519","1.3569","1.3464","52.13K","0.25%"
"03/08/2021","1.3514","1.3581","1.3594","1.3496","55.27K","-0.51%"
"02/08/2021","1.3583","1.3621","1.3647","1.3545","50.02K","-0.22%"
"30/07/2021","1.3613","1.3525","1.3642","1.3504","57.36K","0.70%"
"29/07/2021","1.3519","1.3556","1.3590","1.3487","58.71K","-0.26%"
"28/07/2021","1.3554","1.3584","1.3668","1.3546","81.73K","-0.19%"
"27/07/2021","1.3580","1.3539","1.3630","1.3533","65.94K","0.25%"
"26/07/2021","1.3546","1.3574","1.3642","1.3529","51.37K","-0.19%"
"23/07/2021","1.3572","1.3547","1.3594","1.3510","41.80K","0.16%"
"22/07/2021","1.3550","1.3589","1.3621","1.3517","57.51K","-0.27%"
"21/07/2021","1.3587","1.3639","1.3720","1.3582","48.60K","-0.35%"
"20/07/2021","1.3635","1.3617","1.3704","1.3590","62.60K","0.18%"
"19/07/2021","1.3611","1.3511","1.3657","1.3483","68.49K","0.78%"
"16/07/2021","1.3506","1.3463","1.3528","1.3434","51.45K","0.33%"
"15/07/2021","1.3461","1.3367","1.3493","1.3354","50.64K","0.72%"
"14/07/2021","1.3365","1.3428","1.3457","1.3357","50.02K","-0.43%"
"13/07/2021","1.3423","1.3378","1.3465","1.3327","45.57K","0.37%"
"12/07/2021","1.3374","1.3365","1.3428","1.3339","53.26K","0.13%"
"09/07/2021","1.3356","1.3461","1.3497","1.3342","57.35K","-0.77%"
"08/07/2021","1.3459","1.3364","1.3485","1.3351","74.92K","0.71%"
"07/07/2021","1.3364","1.3337","1.3402","1.3270","54.25K","0.20%"
"06/07/2021","1.3337","1.3280","1.3369","1.3157","82.56K","0.44%"
"05/07/2021","1.3278","1.3291","1.3319","1.3266","49.23K","-0.05%"
"02/07/2021","1.3284","1.3387","1.3432","1.3272","45.76K","-0.74%"
"01/07/2021","1.3383","1.3337","1.3405","1.3318","45.11K","0.38%"
"30/06/2021","1.3332","1.3312","1.3348","1.3283","46.24K","0.17%"
"29/06/2021","1.3310","1.3214","1.3322","1.3207","51.05K","0.74%"
"28/06/2021","1.3212","1.3179","1.3239","1.3147","47.00K","0.25%"
"25/06/2021","1.3179","1.3189","1.3195","1.3127","53.39K","-0.05%"
"24/06/2021","1.3186","1.3200","1.3219","1.3171","52.40K","-0.09%"
"23/06/2021","1.3198","1.3238","1.3268","1.3157","51.15K","-0.29%"
"22/06/2021","1.3236","1.3275","1.3345","1.3218","59.08K","-0.24%"
"21/06/2021","1.3268","1.3362","1.3376","1.3249","70.85K","-0.77%"
"18/06/2021","1.3371","1.3240","1.3376","1.3224","74.77K","0.97%"
"17/06/2021","1.3242","1.3139","1.3264","1.3079","68.68K","0.80%"
"16/06/2021","1.3137","1.3007","1.3146","1.2960","52.60K","1.04%"
"15/06/2021","1.3002","1.2967","1.3032","1.2958","45.58K","0.29%"
"14/06/2021","1.2965","1.2979","1.3000","1.2942","35.42K","-0.07%"
"11/06/2021","1.2974","1.2895","1.3009","1.2860","35.63K","0.60%"
"10/06/2021","1.2897","1.2934","1.2957","1.2879","52.41K","-0.29%"
"09/06/2021","1.2935","1.2920","1.2946","1.2881","41.05K","0.15%"
"08/06/2021","1.2915","1.2889","1.2935","1.2880","41.58K","0.16%"
"07/06/2021","1.2895","1.2918","1.2946","1.2876","33.70K","-0.21%"
"04/06/2021","1.2922","1.3058","1.3071","1.2910","47.41K","-1.02%"
"03/06/2021","1.3055","1.2897","1.3082","1.2895","47.62K","1.23%"
"02/06/2021","1.2897","1.2894","1.2963","1.2864","46.07K","0.03%"
"01/06/2021","1.2893","1.2929","1.2936","1.2870","53.61K","-0.29%"
"31/05/2021","1.2930","1.2970","1.2987","1.2915","46.84K","-0.25%"
"28/05/2021","1.2962","1.2915","1.3026","1.2905","59.57K","0.43%"
"27/05/2021","1.2907","1.2920","1.2950","1.2889","87.08K","-0.09%"
"26/05/2021","1.2918","1.2904","1.2936","1.2824","70.83K","0.14%"
"25/05/2021","1.2900","1.2900","1.2933","1.2858","55.43K","0.02%"
"24/05/2021","1.2897","1.2934","1.2978","1.2889","49.72K","-0.26%"
"21/05/2021","1.2930","1.2860","1.2956","1.2847","54.22K","0.56%"
"20/05/2021","1.2858","1.2939","1.2960","1.2849","58.00K","-0.61%"
"19/05/2021","1.2937","1.2832","1.2969","1.2823","68.50K","0.84%"
"18/05/2021","1.2829","1.2885","1.2889","1.2797","56.10K","-0.33%"
"17/05/2021","1.2872","1.2854","1.2937","1.2834","56.39K","0.09%"
"14/05/2021","1.2860","1.2939","1.2965","1.2840","62.86K","-0.58%"
"13/05/2021","1.2935","1.2946","1.3009","1.2908","78.92K","-0.05%"
"12/05/2021","1.2942","1.2753","1.2956","1.2742","74.81K","1.51%"
"11/05/2021","1.2749","1.2769","1.2788","1.2727","66.84K","-0.15%"
"10/05/2021","1.2768","1.2742","1.2778","1.2671","61.87K","0.18%"
"07/05/2021","1.2745","1.2854","1.2885","1.2718","58.52K","-0.83%"
"06/05/2021","1.2852","1.2908","1.2986","1.2840","60.31K","-0.41%"
"05/05/2021","1.2905","1.2977","1.2981","1.2895","47.00K","-0.54%"
"04/05/2021","1.2975","1.2881","1.3030","1.2877","68.66K","0.72%"
"03/05/2021","1.2882","1.2958","1.2977","1.2875","50.78K","-0.58%"
"30/04/2021","1.2957","1.2878","1.2995","1.2845","60.58K","0.62%"
"29/04/2021","1.2877","1.2835","1.2904","1.2791","55.58K","0.37%"
"28/04/2021","1.2830","1.2878","1.2946","1.2817","60.78K","-0.33%"
"27/04/2021","1.2872","1.2824","1.2885","1.2812","57.18K","0.41%"
"26/04/2021","1.2819","1.2913","1.2929","1.2794","50.91K","-0.68%"
"23/04/2021","1.2907","1.2982","1.2992","1.2885","71.70K","-0.50%"
"22/04/2021","1.2972","1.2900","1.3004","1.2878","71.66K","0.58%"
"21/04/2021","1.2897","1.2944","1.2990","1.2881","66.24K","-0.36%"
"20/04/2021","1.2943","1.2885","1.2972","1.2793","76.06K","0.43%"
"19/04/2021","1.2888","1.2923","1.2979","1.2845","67.30K","-0.31%"
"16/04/2021","1.2928","1.2899","1.2948","1.2885","61.33K","0.23%"
"15/04/2021","1.2898","1.2942","1.2979","1.2883","73.94K","-0.35%"
"14/04/2021","1.2943","1.3091","1.3100","1.2923","76.00K","-1.10%"
"13/04/2021","1.3087","1.3118","1.3183","1.3073","73.20K","-0.22%"
"12/04/2021","1.3116","1.3123","1.3167","1.3095","71.59K","-0.02%"
"09/04/2021","1.3118","1.3067","1.3180","1.3051","60.04K","0.41%"
"08/04/2021","1.3065","1.3128","1.3156","1.3053","58.59K","-0.50%"
"07/04/2021","1.3130","1.3049","1.3157","1.3024","61.87K","0.63%"
"06/04/2021","1.3048","1.3068","1.3148","1.3040","53.42K","-0.17%"
"05/04/2021","1.3070","1.3151","1.3163","1.3053","40.92K","-0.58%"
"02/04/2021","1.3146","1.3129","1.3167","1.3091","30.09K","0.16%"
"01/04/2021","1.3125","1.3163","1.3278","1.3123","76.56K","-0.25%"
"31/03/2021","1.3158","1.3163","1.3180","1.3094","63.31K","-0.02%"
"30/03/2021","1.3160","1.3106","1.3185","1.3047","68.78K","0.44%"
"29/03/2021","1.3103","1.3092","1.3134","1.3061","61.04K","0.07%"
"26/03/2021","1.3094","1.3192","1.3203","1.3080","52.02K","-0.75%"
"25/03/2021","1.3193","1.3189","1.3223","1.3132","54.25K","0.05%"
"24/03/2021","1.3186","1.3120","1.3192","1.3095","54.52K","0.56%"
"23/03/2021","1.3113","1.2909","1.3129","1.2904","59.96K","1.60%"
"22/03/2021","1.2907","1.2944","1.3009","1.2891","55.35K","-0.05%"
"19/03/2021","1.2913","1.2889","1.2958","1.2865","77.38K","0.23%"
"18/03/2021","1.2883","1.2826","1.2906","1.2738","84.10K","0.48%"
"17/03/2021","1.2822","1.2914","1.2988","1.2803","64.90K","-0.67%"
"16/03/2021","1.2908","1.2895","1.2969","1.2885","61.71K","0.12%"
"15/03/2021","1.2893","1.2910","1.2978","1.2860","69.34K","0.14%"
"12/03/2021","1.2875","1.2838","1.2946","1.2818","77.99K","0.32%"
"11/03/2021","1.2834","1.2927","1.2950","1.2830","71.75K","-0.72%"
"10/03/2021","1.2927","1.2959","1.3042","1.2910","79.93K","-0.31%"
"09/03/2021","1.2967","1.3068","1.3123","1.2942","109.05K","-0.79%"
"08/03/2021","1.3070","1.3007","1.3097","1.2948","115.73K","0.48%"
"05/03/2021","1.3007","1.2939","1.3119","1.2935","121.35K","0.50%"
"04/03/2021","1.2942","1.2862","1.2975","1.2795","122.62K","0.65%"
"03/03/2021","1.2858","1.2791","1.2870","1.2756","107.95K","0.55%"
"02/03/2021","1.2788","1.2865","1.2927","1.2758","117.00K","-0.58%"
"01/03/2021","1.2862","1.2966","1.2989","1.2841","108.13K","-0.87%"
"26/02/2021","1.2975","1.2703","1.3001","1.2683","130.50K","2.17%"
"25/02/2021","1.2700","1.2550","1.2725","1.2487","119.29K","1.22%"
"24/02/2021","1.2547","1.2641","1.2666","1.2540","101.51K","-0.73%"
"23/02/2021","1.2639","1.2633","1.2692","1.2601","90.25K","0.10%"
"22/02/2021","1.2626","1.2720","1.2736","1.2611","86.94K","-0.62%"
"19/02/2021","1.2705","1.2874","1.2893","1.2694","102.58K","-1.30%"
"18/02/2021","1.2872","1.2901","1.2936","1.2837","87.71K","-0.19%"
"17/02/2021","1.2897","1.2892","1.2948","1.2866","90.99K","0.07%"
"16/02/2021","1.2888","1.2854","1.2914","1.2809","67.01K","0.30%"
"15/02/2021","1.2850","1.2895","1.2907","1.2837","49.38K","-0.29%"
"12/02/2021","1.2888","1.2900","1.2958","1.2878","52.99K","-0.08%"
"11/02/2021","1.2898","1.2950","1.2967","1.2866","54.59K","-0.39%"
"10/02/2021","1.2948","1.2921","1.2960","1.2891","79.77K","0.22%"
"09/02/2021","1.2920","1.2979","1.2988","1.2918","60.78K","-0.49%"
"08/02/2021","1.2984","1.3062","1.3071","1.2961","62.89K","-0.30%"
"05/02/2021","1.3023","1.3156","1.3188","1.3020","70.35K","-1.01%"
"04/02/2021","1.3156","1.3127","1.3180","1.3074","70.53K","0.24%"
"03/02/2021","1.3125","1.3146","1.3157","1.3110","65.45K","-0.14%"
"02/02/2021","1.3144","1.3122","1.3223","1.3049","77.58K","0.18%"
"01/02/2021","1.3120","1.3081","1.3148","1.3048","101.63K","0.29%"
"29/01/2021","1.3082","1.3022","1.3106","1.2978","103.66K","0.51%"
"28/01/2021","1.3016","1.3049","1.3173","1.2990","97.76K","-0.23%"
"27/01/2021","1.3046","1.2915","1.3083","1.2879","89.84K","1.04%"
"26/01/2021","1.2912","1.2964","1.3041","1.2895","69.18K","-0.46%"
"25/01/2021","1.2972","1.2949","1.3017","1.2905","81.06K","0.12%"
"22/01/2021","1.2957","1.2879","1.2984","1.2870","76.80K","0.61%"
"21/01/2021","1.2878","1.2910","1.2920","1.2847","71.87K","-0.22%"
"20/01/2021","1.2907","1.2996","1.3003","1.2885","70.16K","-0.65%"
"19/01/2021","1.2992","1.3019","1.3035","1.2942","73.57K","-0.17%"
"18/01/2021","1.3014","1.2976","1.3058","1.2959","67.26K","0.26%"
"15/01/2021","1.2980","1.2857","1.3020","1.2838","81.10K","0.97%"
"14/01/2021","1.2855","1.2931","1.2941","1.2809","80.94K","-0.56%"
"13/01/2021","1.2928","1.2866","1.2950","1.2849","78.00K","0.51%"
"12/01/2021","1.2863","1.2991","1.3011","1.2856","83.33K","-0.94%"
"11/01/2021","1.2985","1.2894","1.3045","1.2867","78.32K","0.78%"
"08/01/2021","1.2885","1.2881","1.2941","1.2822","94.52K","0.12%"
"07/01/2021","1.2870","1.2818","1.2946","1.2791","89.55K","0.42%"
"06/01/2021","1.2816","1.2887","1.2933","1.2786","107.49K","-0.52%"
"05/01/2021","1.2883","1.3045","1.3054","1.2856","87.31K","-1.25%"
"04/01/2021","1.3046","1.2983","1.3087","1.2918","89.35K","0.53%"
"01/01/2021","1.2977","1.2996","1.3002","1.2978","1.16K","-0.13%"
"31/12/2020","1.2994","1.3011","1.3024","1.2915","73.49K","-0.12%"
"30/12/2020","1.3009","1.3148","1.3156","1.3009","65.76K","-1.04%"
"29/12/2020","1.3146","1.3196","1.3198","1.3115","59.31K","-0.36%"
"28/12/2020","1.3193","1.3186","1.3234","1.3117","68.46K","0.27%"
"25/12/2020","1.3158","1.3163","1.3202","1.3134","6.11K","-0.07%"
"24/12/2020","1.3167","1.3204","1.3217","1.3145","64.69K","-0.22%"
"23/12/2020","1.3196","1.3293","1.3304","1.3171","77.76K","-0.73%"
"22/12/2020","1.3293","1.3186","1.3304","1.3171","85.21K","0.86%"
"21/12/2020","1.3180","1.3162","1.3402","1.3141","97.97K","0.51%"
"18/12/2020","1.3113","1.3120","1.3190","1.3106","64.33K","-0.04%"
"17/12/2020","1.3118","1.3198","1.3218","1.3089","60.04K","-0.59%"
"16/12/2020","1.3196","1.3230","1.3266","1.3194","64.77K","-0.23%"
"15/12/2020","1.3226","1.3272","1.3322","1.3205","61.44K","-0.29%"
"14/12/2020","1.3264","1.3264","1.3290","1.3194","64.85K","-0.05%"
"11/12/2020","1.3271","1.3273","1.3299","1.3204","66.66K","0.00%"
"10/12/2020","1.3271","1.3425","1.3466","1.3262","69.35K","-1.17%"
"09/12/2020","1.3428","1.3491","1.3507","1.3358","66.24K","-0.46%"
"08/12/2020","1.3490","1.3475","1.3517","1.3447","62.83K","0.13%"
"07/12/2020","1.3473","1.3450","1.3566","1.3415","71.19K","0.07%"
"04/12/2020","1.3464","1.3443","1.3496","1.3432","71.94K","0.19%"
"03/12/2020","1.3439","1.3490","1.3519","1.3422","68.39K","-0.31%"
"02/12/2020","1.3481","1.3567","1.3605","1.3475","74.09K","-0.59%"
"01/12/2020","1.3561","1.3615","1.3624","1.3560","68.38K","-0.37%"
"30/11/2020","1.3611","1.3527","1.3626","1.3498","69.61K","0.56%"
"27/11/2020","1.3535","1.3583","1.3604","1.3512","61.61K","-0.33%"
"26/11/2020","1.3580","1.3580","1.3601","1.3558","54.08K","0.01%"
"25/11/2020","1.3578","1.3585","1.3653","1.3560","75.37K","-0.04%"
"24/11/2020","1.3583","1.3725","1.3731","1.3571","76.49K","-1.02%"
"23/11/2020","1.3723","1.3689","1.3766","1.3627","69.10K","0.26%"
"20/11/2020","1.3687","1.3721","1.3764","1.3651","73.84K","-0.21%"
"19/11/2020","1.3716","1.3689","1.3786","1.3685","75.67K","0.22%"
"18/11/2020","1.3686","1.3698","1.3752","1.3638","76.22K","-0.04%"
"17/11/2020","1.3691","1.3663","1.3720","1.3623","74.12K","0.22%"
"16/11/2020","1.3661","1.3769","1.3786","1.3647","77.62K","-0.68%"
"13/11/2020","1.3755","1.3828","1.3849","1.3747","72.84K","-0.51%"
"12/11/2020","1.3826","1.3733","1.3846","1.3709","86.39K","0.69%"
"11/11/2020","1.3731","1.3729","1.3775","1.3662","81.01K","0.04%"
"10/11/2020","1.3725","1.3725","1.3789","1.3707","107.49K","0.00%"
"09/11/2020","1.3725","1.3783","1.3783","1.3622","113.67K","-0.34%"
"06/11/2020","1.3772","1.3731","1.3815","1.3720","105.71K","0.31%"
"05/11/2020","1.3729","1.3922","1.3997","1.3716","113.21K","-1.40%"
"04/11/2020","1.3924","1.3958","1.4187","1.3846","141.24K","-0.22%"
"03/11/2020","1.3955","1.4176","1.4231","1.3935","74.61K","-1.53%"
"02/11/2020","1.4172","1.4218","1.4304","1.4167","86.81K","-0.40%"
"30/10/2020","1.4229","1.4226","1.4264","1.4137","95.39K","0.03%"
"29/10/2020","1.4225","1.4194","1.4283","1.4129","96.74K","0.23%"
"28/10/2020","1.4192","1.4033","1.4210","1.3969","90.75K","1.19%"
"27/10/2020","1.4025","1.4039","1.4056","1.3989","73.07K","-0.09%"
"26/10/2020","1.4037","1.4027","1.4080","1.3991","79.00K","0.24%"
"23/10/2020","1.4004","1.4050","1.4084","1.3968","67.53K","-0.31%"
"22/10/2020","1.4047","1.4049","1.4115","1.4032","80.96K","-0.01%"
"21/10/2020","1.4049","1.4190","1.4193","1.4010","72.40K","-0.97%"
"20/10/2020","1.4186","1.4148","1.4245","1.4136","69.69K","0.28%"
"19/10/2020","1.4146","1.4108","1.4169","1.4053","70.30K","0.18%"
"16/10/2020","1.4120","1.4096","1.4145","1.4088","70.73K","0.21%"
"15/10/2020","1.4090","1.3963","1.4173","1.3942","86.65K","0.94%"
"14/10/2020","1.3959","1.3965","1.3983","1.3904","72.18K","-0.04%"
"13/10/2020","1.3965","1.3872","1.3987","1.3861","79.60K","0.70%"
"12/10/2020","1.3868","1.3842","1.3884","1.3817","66.45K","0.42%"
"09/10/2020","1.3810","1.3951","1.3967","1.3804","60.60K","-1.01%"
"08/10/2020","1.3951","1.4004","1.4041","1.3944","66.21K","-0.39%"
"07/10/2020","1.4006","1.4081","1.4093","1.3981","79.00K","-0.46%"
"06/10/2020","1.4071","1.3926","1.4086","1.3870","85.68K","1.04%"
"05/10/2020","1.3926","1.3986","1.3986","1.3900","76.23K","-0.22%"
"02/10/2020","1.3957","1.3920","1.4025","1.3907","102.78K","0.28%"
"01/10/2020","1.3918","1.3963","1.3978","1.3869","91.39K","-0.29%"
"30/09/2020","1.3959","1.4025","1.4086","1.3934","91.21K","-0.48%"
"29/09/2020","1.4027","1.4143","1.4148","1.4007","69.18K","-0.80%"
"28/09/2020","1.4140","1.4229","1.4268","1.4133","73.63K","-0.61%"
"25/09/2020","1.4227","1.4192","1.4274","1.4109","83.41K","0.26%"
"24/09/2020","1.4190","1.4140","1.4254","1.4118","88.10K","0.45%"
"23/09/2020","1.4126","1.3945","1.4149","1.3931","91.07K","1.33%"
"22/09/2020","1.3941","1.3839","1.3979","1.3819","85.34K","0.72%"
"21/09/2020","1.3841","1.3686","1.3892","1.3651","85.33K","0.91%"
"18/09/2020","1.3716","1.3674","1.3733","1.3634","84.40K","0.32%"
"17/09/2020","1.3672","1.3684","1.3787","1.3668","90.77K","-0.10%"
"16/09/2020","1.3686","1.3695","1.3741","1.3612","75.60K","-0.05%"
"15/09/2020","1.3693","1.3720","1.3762","1.3618","66.59K","-0.19%"
"14/09/2020","1.3719","1.3740","1.3768","1.3690","52.51K","-0.06%"
"11/09/2020","1.3727","1.3782","1.3792","1.3686","68.66K","-0.36%"
"10/09/2020","1.3776","1.3733","1.3799","1.3651","82.48K","0.34%"
"09/09/2020","1.3729","1.3862","1.3905","1.3720","81.88K","-0.95%"
"08/09/2020","1.3860","1.3743","1.3870","1.3679","81.09K","0.90%"
"07/09/2020","1.3736","1.3733","1.3756","1.3700","66.02K","0.04%"
"04/09/2020","1.3731","1.3750","1.3848","1.3700","89.86K","-0.12%"
"03/09/2020","1.3748","1.3626","1.3766","1.3623","91.24K","0.91%"
"02/09/2020","1.3624","1.3565","1.3698","1.3545","80.49K","0.45%"
"01/09/2020","1.3563","1.3556","1.3590","1.3487","87.88K","0.05%"
"31/08/2020","1.3556","1.3592","1.3625","1.3507","74.12K","-0.12%"
"28/08/2020","1.3572","1.3767","1.3785","1.3569","85.85K","-1.45%"
"27/08/2020","1.3772","1.3828","1.3856","1.3714","83.22K","-0.36%"
"26/08/2020","1.3822","1.3899","1.3915","1.3810","71.06K","-0.54%"
"25/08/2020","1.3897","1.3961","1.3986","1.3892","70.05K","-0.46%"
"24/08/2020","1.3961","1.3976","1.3992","1.3878","68.00K","0.00%"
"21/08/2020","1.3961","1.3902","1.4009","1.3857","76.22K","0.44%"
"20/08/2020","1.3900","1.3926","1.4015","1.3882","76.63K","-0.14%"
"19/08/2020","1.3920","1.3810","1.3931","1.3743","72.09K","0.83%"
"18/08/2020","1.3805","1.3861","1.3874","1.3764","65.47K","-0.38%"
"17/08/2020","1.3858","1.3960","1.3968","1.3834","59.87K","-0.60%"
"14/08/2020","1.3941","1.3988","1.4022","1.3934","63.14K","-0.29%"
"13/08/2020","1.3982","1.3967","1.4015","1.3910","71.40K","0.16%"
"12/08/2020","1.3959","1.4000","1.4068","1.3933","79.18K","-0.28%"
"11/08/2020","1.3998","1.3984","1.4016","1.3907","76.07K","0.10%"
"10/08/2020","1.3984","1.3965","1.4007","1.3918","65.06K","0.11%"
"07/08/2020","1.3968","1.3826","1.3998","1.3804","76.43K","1.10%"
"06/08/2020","1.3816","1.3904","1.3940","1.3811","82.23K","-0.62%"
"05/08/2020","1.3902","1.3966","1.3981","1.3808","77.35K","-0.44%"
"04/08/2020","1.3963","1.4037","1.4076","1.3950","85.04K","-0.51%"
"03/08/2020","1.4035","1.3994","1.4133","1.3977","83.80K","0.26%"
"31/07/2020","1.3998","1.3901","1.4020","1.3834","109.54K","0.71%"
"30/07/2020","1.3899","1.3918","1.4045","1.3891","100.91K","-0.06%"
"29/07/2020","1.3908","1.3970","1.3990","1.3895","91.96K","-0.43%"
"28/07/2020","1.3968","1.3988","1.4060","1.3933","99.41K","-0.11%"
"27/07/2020","1.3984","1.4094","1.4114","1.3983","99.90K","-0.63%"
"24/07/2020","1.4073","1.4088","1.4158","1.4034","106.24K","-0.09%"
"23/07/2020","1.4086","1.4008","1.4105","1.3962","102.76K","0.61%"
"22/07/2020","1.4000","1.4029","1.4062","1.3921","93.67K","-0.21%"
"21/07/2020","1.4029","1.4257","1.4266","1.3991","81.73K","-1.59%"
"20/07/2020","1.4255","1.4303","1.4343","1.4248","77.29K","-0.22%"
"17/07/2020","1.4286","1.4343","1.4354","1.4272","88.25K","-0.38%"
"16/07/2020","1.4341","1.4274","1.4363","1.4258","104.05K","0.52%"
"15/07/2020","1.4267","1.4343","1.4350","1.4207","101.23K","-0.47%"
"14/07/2020","1.4335","1.4409","1.4450","1.4330","94.80K","-0.49%"
"13/07/2020","1.4405","1.4383","1.4412","1.4297","81.67K","0.13%"
"10/07/2020","1.4386","1.4360","1.4445","1.4346","84.27K","0.20%"
"09/07/2020","1.4358","1.4320","1.4390","1.4282","87.43K","0.28%"
"08/07/2020","1.4318","1.4395","1.4437","1.4313","79.09K","-0.52%"
"07/07/2020","1.4393","1.4343","1.4448","1.4288","77.25K","0.38%"
"06/07/2020","1.4339","1.4419","1.4444","1.4309","70.81K","-0.39%"
"03/07/2020","1.4395","1.4445","1.4466","1.4387","71.55K","-0.33%"
"02/07/2020","1.4443","1.4461","1.4492","1.4381","86.74K","-0.10%"
"01/07/2020","1.4457","1.4487","1.4542","1.4400","83.35K","-0.19%"